Name,Material,Sales Contact,Contact Number,Email,Address,City,State,Latitude,Longitude,pin_color,Location_type,notes,service
Upper Sandusky Plant,Asphalt,,419-209-0693,kmisalesteam@kokosing.biz,6326 County Highway 61,Upper Sandusky,Ohio,40.782033,-83.235399,#2F5D210,Plant,,Asphalt Plant
Mansfield Plant,Asphalt,,419-526-2852,kmisalesteam@kokosing.biz,46 E. Longview Ave.,Mansfield,Ohio,40.776982,-82.512979,#2F5D211,Plant,,Asphalt Plant
Fredericktown Plant,Asphalt,,740-694-5872,kmisalesteam@kokosing.biz,11624 Hyatt Rd.,Fredericktown,Ohio,40.457638,-82.533697,#2F5D212,Plant,,Asphalt Plant
Marengo Plant,Asphalt,,,kmisalesteam@kokosing.biz,4178 Township Rd. 256,Marengo,Ohio,40.301619,-83.918673,#2F5D213,Plant,,Asphalt Plant
St. Louisville Plant,Asphalt,,740-745-3341,kmisalesteam@kokosing.biz,9134 Mount Vernon Rd.,St. Louisville,Ohio,40.1706421,-82.4204842,#2F5D214,Plant,,Asphalt Plant
Westerville Plant,Asphalt,,614-891-5090,kmisalesteam@kokosing.biz,6187 Westerville Rd.,Westerville,Ohio,40.1432236,-82.9397235,#2F5D215,Plant,,Asphalt Plant
Columbus Plant,Asphalt,,614-491-1199,kmisalesteam@kokosing.biz,4755 South High St.,Columbus,Ohio,39.86257,-83.004383,#2F5D216,Plant,,Asphalt Plant
Osborne Companies,Asphalt,,440-352-2254,,6 Coast Guard Rd.,Painesville,Ohio,41.7567954,-81.2834572,#2F5D217,,,Asphalt Plant
National Lime and Stone Co,,,,,,,,39.7837304,-100.445882,#2F5D218,,,Asphalt Plant
Cambridge Plant,Ashpalt,Jody Barwick,330-415-6456,jbarwick@natlime.com,61145 Shaw Rd.,Cambridge,Ohio,39.990845,-81.677688,#2F5D219,Plant,,Asphalt Plant
Cadiz Plant,Ashpalt,Chris Dusenberry,330-600-1494,cdusenberry@natlime.com,80870 Unionvale Kenwood rd.,Cadiz,Ohio,40.3184963,-80.9815608,#2F5D220,Plant,,Asphalt Plant
Martins Ferry Plant,Ashpalt,Jody Barwick,330-415-6456,jbarwick@natlime.com,1601 N 1st St.,Martins Ferry,Ohio,40.1016071,-80.7119669,#2F5D221,Plant,,Asphalt Plant
Empire Plant,Ashpalt,Chris Dusenberry,330-600-1494,cdusenberry@natlime.com,1422 Co Hwy 7F,Toronto,Ohio,40.472989,-80.603202,#2F5D222,Plant,,Asphalt Plant
Jurgensen Companies,,,,,,,,39.7837304,-100.445882,#2F5D223,,,Asphalt Plant
HQ,Main Office,,,,11641 Mosteller Rd.,Cincinnati,Ohio,39.285894,-84.429337,#2F5D224,,,Asphalt Plant
Walls Asphalt Manufacturing,Asphalt,,,,3495 Hollanburg-Sampson Rd.,Greenville,Ohio,39.98954,-84.61374,#2F5D225,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,250 Dye Mill Rd.,Troy ,Ohio,40.0187093,-84.1955383,#2F5D226,Plant,,Asphalt Plant
Walls Asphalt Manufacturing,Asphalt,,,,9843 Dayton-Greenville Pike,Brookville,Ohio,39.88742,-84.387661,#2F5D227,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,1901 Dryden Rd.,Dayton,Ohio,39.7323793,-84.2156422,#2F5D228,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,1337 Dayton Xenia Rd.,Xenia,Ohio,39.6989706,-83.9660268,#2F5D229,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,1903 Old US Rt 35 SE,Washington CH,Ohio,40.89284,-80.760675,#2F5D230,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,228 Melvin Rd.,Wilmington,Ohio,39.472735,-83.716104,#2F5D231,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,309 Industrial Dr.,Franklin,Ohio,39.5353457,-84.2986076,#2F5D232,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,581 N. Garver Rd.,Monroe,Ohio,39.440156,-84.338271,#2F5D233,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,4850 Stubbs Mill Rd.,Morrow ,Ohio,39.364537,-84.172632,#2F5D234,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,3910 Kraus Lane ,Ross,Ohio,39.3197656,-84.6355391,#2F5D235,Plant,,Asphalt Plant
Hot Mix Inc.,Asphalt,,,,992 S. County Rd. 800 East,Greenburg,Indiana,38.120539,-87.291394,#2F5D236,,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,5073 Kilby rd.,Cleves,Ohio,39.190066,-84.778878,#2F5D237,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,7940 Main St.,Newtown ,Ohio,39.1241259,-84.3318967,#2F5D238,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,612 W. Mehring Way,Cincinnati,Ohio,39.0944515,-84.520623,#2F5D239,Plant,,Asphalt Plant
Eaton Asphalt Paving,Asphalt,,,,1075 Eaton Dr.,Covington,Kentucky,39.029915,-84.532914,#2F5D240,Plant,,Asphalt Plant
Valley Asphalt Corp.,Asphalt,,,,14722 Bodman Rd.,Mt. Orab,Ohio,39.042949,-83.9663,#2F5D241,Plant,,Asphalt Plant
RW Sidley,,,330-793-7374,,,Youngstown,OH,41.1035786,-80.6520161,#9B5A2E,,,Stone Yard
Painesville,,,440-352-9343,,436 Casement Ave.,Painesville,OH,41.7380009,-81.2280428,#9B5A2E,,,Stone Yard
Thompson,,,440-298-3232,,7123 Madison Rd.,Thompson,OH,41.6732325,-81.0446989,#9B5A2E,,,Stone Yard
Madison,,,440-428-4500,,4493 Madison Rd.,Madison,OH,41.7504773,-81.0469354,#9B5A2E,,,Stone Yard
Youngwood (Precast Plant),,,724-755-0205,,88 East Hillis St.,Youngwood,PA,40.2314855,-79.5757639,#9B5A2E,Plant,,Stone Yard
Girard,,,330-545-1964,,200 Mill St.,Girard,OH,41.149594,-80.707371,#9B5A2E,,,Stone Yard
Struthers,,,330-750-1661,,395 Lowellville Rd.,Struthers,OH,41.0425811,-80.554469,#9B5A2E,,,Stone Yard
Barnesville (Whitco Supply),,,740-619-0021,,37100 Jeru West Dr.,Barnesville,OH,38.842034,-82.245818,#9B5A2E,,,Stone Yard
Williamsport (Whitco Supply),,,570-601-4645,,2906 Reach  Rd.,Williamsport,PA,41.2263802,-77.0707106,#9B5A2E,,,Stone Yard
Towanda,,,570-265-8543,,330 Wickwire Way,Towanda,PA,41.762834,-76.4308987,#9B5A2E,,,Stone Yard
Washington,,,724-225-8805,,5 Grable Rd.,Washington,PA,40.031441,-80.1111374,#9B5A2E,,,Stone Yard
URVI Enterprise LLC,,,,nayan.urvienterprise@gmail.com,521 W Main St.,Millville ,NJ,39.396727,-75.051586,#9B5A2E,,,Stone Yard
"GCP Applied Technologies, Inc.",,HQ,1-877-423-6491,Customersolutions.na@gcpat.com,2325 Lakeview Parkway Suite 475,Alpharetta,GA,34.0576646,-84.2917107,#9B5A2E,,,Stone Yard
Plasti-Chemie North America LLC,,Volkmar Lull,305-336-7635,volkmar.lull@plasti-chemie-america.com,400 5th Ave. S Suite 301,Naples,FL,26.1409531,-81.8016172,#9B5A2E,,,Stone Yard
"W&P, LLC",,Thad Pearson (Sales),601-913-9796,tpearson@wandpllc.com,"6242 US Hwy 98, Ste 60",Hattiesburg,MS,31.319492,-89.394177,#9B5A2E,,,Stone Yard
Duraamen Engineered Products,,,1-212-386-7609,victo@duraamen.com,116 W 23rd St.,New York,NY,40.7520732,-73.3477444,#9B5A2E,,,Stone Yard
Pillar Aggregates LLC,,,303-536-7429,sales@pillaraggregates.com,10701 E 120th Ave,Henderson,CO,39.9144148,-104.8578913,#9B5A2E,,,Stone Yard
American Natural Stone & Supply,,,,info@americannaturalstone.com,1004 Medina Road,Medina,OH,41.1360325,-81.7238966,#9B5A2E,,,Stone Yard
Kelly Supply Co.,,,,,"11622 OH-44, ",Mantua,OH  44255,41.286694,-81.229132,#9B5A2E,,,Stone Yard
Stone Centers Of Ohio,,,,info@stonecenters.com,1736 McKinley ,Columbus,OH  43222,39.9642046,-83.0481508,#9B5A2E,,,Stone Yard
Stone Centers Of Ohio,,,,info@stonecenters.com,4820 Stafford St.,Cincinnati,OH  45227,39.1580859,-84.3852569,#9B5A2E,,,Stone Yard
Rock Solid Cut Stone & Supply,,,,,12989 Market Avenue N. Unit A,Hartville,OH  44632,40.9438609,-81.3602866,#9B5A2E,,,Stone Yard
Northeast Ohio Stone,,,330-506-2876,,5690 W Liberty St,Hubbard,OH,41.1582254,-80.6073977,#9B5A2E,,,Stone Yard
Masonry Materials Plus,,,330-744-7587,,Willow Street ,Youngstown,OH,41.1107097,-80.6338973,#9B5A2E,,,Stone Yard
ACME,Stone,,330-758-2313,sales@theacmecompany.com,9495 E. Harvard Blvd. ,Youngstown,OH,40.981465,-80.650707,#9B5A2E,,,Stone Yard
4PL Solutions,,,330-349-8832,sales@4plsolutions.com,1330 Seaborn St. Suite 5,Mineral Ridge,OH,41.1454847,-80.7710736,#5A3F6D,,,Quicklime
Missippi Lime,,, (800) 437-5463,sales@mlc.com,"3870 S. Lindbergh Blvd., Ste 200",St. Louis,MO,38.547898,-90.4034926,#5A3F6D,Head Quarters,,Quicklime
Missippi Lime,Specialty Products,Dan Menniti,(412)  979-8030,dtmenniti@mlc.com,16147 Highway 61,Ste. Genevieve,MO,37.979336,-90.076666,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,200 Sierra Drive,Verona,KY,38.778787,-84.696456,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,8035 Highway 25,Calera,AL,33.09363,-86.796333,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,1543 Haining Road,"Vicksburg, ",MS,32.3916788,-90.8892064,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,"3001 Birch Drive
","Weirton, ",WV,40.387193,-80.618053,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,1551 Cochran Causeway,"Mobile, ",AL,30.761124,-88.148193,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,"1544 Beltline Road                        
","Chester, ",SC,34.7097104,-81.1343334,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,7849 Bluff Road,"Prairie du Rocher, ",IL,38.0968234,-90.1080628,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,6600 Old Bonne Terre Road,"Bonne Terre, ",MO,37.888863,-90.532919,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,"Melton Ross Quarries, Barnetby","North Lincolnshire, ",DN,53.5748,-0.40607,#5A3F6D,Production,,Quicklime
Missippi Lime,,,,,12797 Scenic Highway,"Baton Rouge, ",LA,30.5595668,-91.2023051,#5A3F6D,Distribution,,Quicklime
Missippi Lime,,,,,2351 State Street,"Chicago Heights,",IL,41.4931652,-87.6160373,#5A3F6D,Distribution,,Quicklime
Missippi Lime,,,,,89 S 18th Street,"East St. Louis, ",IL,38.6106432,-90.146569,#5A3F6D,Distribution,,Quicklime
Missippi Lime,,,,,8440 Gibbs Road,Kansas City,KS,39.0611079,-94.7761898,#5A3F6D,Distribution,,Quicklime
Missippi Lime,,,,,4620 Monaco Avenue,"Denver, ",CO,39.6408544,-104.9107219,#5A3F6D,Distribution,,Quicklime
"The Kish Company, Inc.",Quicklime,,440-205-9970,info@kishcompany.com,"8020 Tyler Blvd, #100",Mentor,OH,41.6823942,-81.3542548,#5A3F6D,,,Quicklime
Lhoist North America,,,,,,,TX,31.2638905,-98.5456116,#5A3F6D,,,Quicklime
Greer Lime Company,Quicklime,John Bossio (Ex. VP),304-296-1751,jbossio@greerlime.com,PO Box 1900,Morgantown,WV,39.6296809,-79.9559437,#5A3F6D,,,Quicklime
Greer Lime Company,Quicklime,David Harper,304-567-2141,dharper@greerlime.com,1088 Germany Valley Limestone Rd.,Riverton,WV,38.740639,-79.431344,#5A3F6D,,,Quicklime
"Continental Lime, Inc (Graymont)",,,,,,,,39.7837304,-100.445882,#5A3F6D,,,Quicklime
Genoa,Lime,,604-207-4292,,21880 West State Route 163 P.O. Box 158,Genoa,OH,41.515476,-83.35299,#5A3F6D,,,Quicklime
Pleasant Gap,Lime,,1-888-472-9086,,375 Graymont Rd.,Bellefonte ,PA,40.8916358,-77.7086476,#5A3F6D,,,Quicklime
Corporate Office,,,1-604-207-4292,,#200-10991 Shellbridge Way,Richmond BC,Canada,49.17003,-123.13683,#5A3F6D,,,Quicklime
Mintek Resources,Quicklime,,937-519-3404,,"3725 Pentagon Blvd, Ste 100",Beavercreek,OH,39.7711234,-84.0691356,#5A3F6D,,,Quicklime
Carmeuse,Quicklime,,,salesinquiries@carmeuse.com,11 Stanwix St. ,Pittsburgh,Pa,40.4390288,-80.0062963,#5A3F6D,,,Quicklime
Buffington Plant,Quicklime,,,,1 North Carmeuse Ln.,Gary,IN,39.981947,-87.12844,#5A3F6D,,,Quicklime
Maysville Plant,Quicklime,,,,9222 Springdale Rd.,Maysville,KY,38.597822,-83.654845,#5A3F6D,,,Quicklime
Grand River Plant,Quicklime,,412-995-5500,,15 Williams St.,Grand River,OH,41.745795,-81.2854568,#5A3F6D,,,Quicklime
Winchester Plant,Quicklime,,,,508 Quarry Lane,Clearbrook,VA,37.217366,-79.926299,#5A3F6D,,,Quicklime
Maple Grove,Quicklime,,412-995-5500,,1967 W County Rd. 42,Bettsville,OH,40.065128,-80.780045,#5A3F6D,,,Quicklime
Asphalt Busters,Quicklime,,623-936-8800,info@asphaltbusters.com,801 South 71st Avenue,Phoenix,AR,33.278154,-91.769025,#5A3F6D,Head Quarters,,Quicklime
National Lime Equipment,Quicklime,Patrick Shields,480-841-9137,patrick@nationallimeequipment.com,P.O. Box 36496 ,Phoenix,AR,35.3945951,-92.9931351,#5A3F6D,,,Quicklime
National Lime Equipment,Quicklime,Brett Tanner,480-267-5208,brett@nationallimeequipment.com,P.O. Box 36497,Phoenix,AR,35.3945951,-92.9931351,#5A3F6D,,,Quicklime
MLC ,Quicklime,,,,200 Sierra Dr.,Verona,KY,38.778787,-84.696456,#5A3F6D,,,Quicklime
MLC ,Quicklime,,,,12797 Scenic Highway,Baton Rouge,LA,30.5595668,-91.2023051,#5A3F6D,Terminal,,Quicklime
MLC ,Quicklime,,,,3001 Birch Dr.,Weirton,WV,40.387193,-80.618053,#5A3F6D,,,Quicklime
MLC ,Quicklime,,,,1024 Commerce Dr.,Grafton,OH,41.2853546,-82.0677797,#5A3F6D,,,Quicklime
MLC ,Quicklime,,,,1544 Beltline Rd.,Chester,SC,34.7097104,-81.1343334,#5A3F6D,,,Quicklime
MLC ,Quicklime,,,,2351 State St.,Chicago Heights,IL,41.4931652,-87.6160373,#5A3F6D,Terminal,,Quicklime
MLC ,Quicklime,,,,89 S 18th St. ,East St. Louis,IL,38.6106432,-90.146569,#5A3F6D,Terminal,,Quicklime
Martin Marietta,,,,,,,,39.7837304,-100.445882,#5A3F6D,,,Quicklime
Woodville,Lime,,919-781-4550,,755 Lime Rd.,Woodville,OH,41.470056,-83.367646,#5A3F6D,,,Quicklime
Rhi Magnesita,Lime,,905-633-4581,,320 N Baker Rd.,York,PA,39.934781,-76.809141,#5A3F6D,,,Quicklime
Reed Oil/21st Century Energy Group,,Loren,724-333-6344,,,,,39.7837304,-100.445882,#6B7280,,,Fuel Sales
Sunoco Shenango,FUEL,,,,2985 New Butler Road,New Castle,PA  16101,40.9760431,-80.2827366,#6B7281,,,Fuel Sales
BP-New Wilmington,FUEL,,,,Rt 208 & 18 ,New Wilmington,PA  16142,41.115625,-80.360021,#6B7282,,,Fuel Sales
BP-New Castle,FUEL,,,,1010 Wilmington Rd,New Castle,PA  16105,41.0116288,-80.3497204,#6B7283,,,Fuel Sales
Citgo-Portersville,FUEL,,,,1651 Perry Hwy Rt 19,Portersville,PA  16051,40.949964,-80.153903,#6B7284,,,Fuel Sales
Citgo-Laurel,FUEL,,,,2335 Harlansburg Road,New Castle,PA  16105,41.013419,-80.2697249,#6B7285,,,Fuel Sales
Citgo-New Castle,FUEL,,,,1010 Wilmington Rd,New Castle,PA  16105,41.0116288,-80.3497204,#6B7286,,,Fuel Sales
Transfer,FUEL,,,,285 Reynolds Ind. Park Rd.,Transfer,PA  16115,41.3525748,-80.4057911,#6B7288,,,Fuel Sales
Grove City,FUEL,,,,408 Erie Street,Grove City,PA  16127,41.1622898,-80.0899393,#6B7289,,,Fuel Sales
Mercer,FUEL,,,,857 Perry Hwy,Mercer,PA  16137,41.1955861,-80.2408297,#6B7290,,,Fuel Sales
New Castle,FUEL,,,,411 Neal Street,New Castle,PA  16101,40.9961559,-80.342715,#6B7291,,,Fuel Sales
Darlington,FUEL,,,,4433 Constitution Blvd,Darlington,PA  16115,40.8492414,-80.5180227,#6B7292,,,Fuel Sales
RD HOLDER Oil Company,,,800-243-0432,,600 N. Dayton-Lakeview Rd,New Carlisle,OH  45344,39.9238079,-84.030828,#6B7293,,,Fuel Sales
BelleFontaine,FUEL,,800-243-0432,,706 W. Sandusky Avenue,Bellefontaine,OH  43311,40.3633811,-83.7706542,#6B7294,,,Fuel Sales
Lancaster,FUEL,,800-243-0432,,238 N. Pierce Avenue,Lancaster,OH  43130,39.7160241,-82.6188528,#6B7295,,,Fuel Sales
Lima,FUEL,,800-243-0432,,1078 S. Metcalf Street,Lima,OH  45804,40.7245596,-84.1133865,#6B7296,,,Fuel Sales
Springfield,FUEL,,800-243-0432,,1135 Warder Street,Springfield,OH  45503,39.9257791,-83.7913258,#6B7297,,,Fuel Sales
Washington Court House,FUEL,,800-243-0432,,304 W. Market St.,Washington Ct House,OH  43160,39.5354515,-83.4426771,#6B7298,,,Fuel Sales
Heath,FUEL,,800-243-0432,,1000 Keller Drive,Heath,OH  43056,40.0347688,-82.4738745,#6B7299,,,Fuel Sales
Laura,FUEL,,800-243-0432,,11611 St. Rte. 571,Laura,OH  45337,40.006341,-84.420413,#6B7300,,,Fuel Sales
Columbus,FUEL,,800-243-0432,,2057 Dublin Road,Columbus,OH  43228,39.9969261,-83.0877677,#6B7301,,,Fuel Sales
Dayton,FUEL,,800-243-0432,,2931 Boulder Ave,Dayton,OH  45414,39.8100033,-84.1782448,#6B7302,,,Fuel Sales
Columbia,FUEL,Main Office,800-982-0363,columbia@lewistransportinc.com,506 Burkeville Street,Columbia,KY  42728,37.142288,-85.206904,#6B7304,,,Fuel Sales
"  Northern KY/Cinci, OH/Knoxvl TN",FUEL,,859-485-2111,walton@lewistransportinc.com,13024 Dixie Highway,Walton,KY  41094,38.8559508,-84.6026657,#6B7305,,,Fuel Sales
Louisville,FUEL,,800-752-6035,louisville@lewistransportinc.com,4205 Campground Road,Louisville,KY  40216,38.0748568,-85.7608422,#6B7306,,,Fuel Sales
Indianapolis,FUEL,,317-535-3525,,,Indianapolis,IN  ,39.7683331,-86.1583502,#6B7307,,,Fuel Sales
Santmyer,Main Office,,800-686-4589,,3000 Old Airport Rd,Wooster,OH  44691,40.8369167,-81.9089195,#6B7308,,,Fuel Sales
Ashland Bulk Plant,FUEL,,419-289-8815,,1011 Jacobson Avenue,Ashland,OH  ,40.8761096,-82.3074798,#6B7309,,,Fuel Sales
Dalton Bulk Plant,FUEL,,330-828-2771,,39 N. Cochran St.,Dalton,OH,40.7986631,-81.6879293,#6B7310,,,Fuel Sales
Mount Vernon Bulk Plant,FUEL,,740-393-2096,,9090 Columbus Road,Mt. Vernon,OH,40.3794632,-82.4958375,#6B7311,,,Fuel Sales
Cincinnati Terminal,FUEL,,,,6555 River Rd,Cincinnati,OH,39.111331,-84.692824,#6B7312,,,Fuel Sales
Columbus Terminal,FUEL,,,,2000 Integrity Drive North,Columbus,OH,39.936664,-82.942112,#6B7313,,,Fuel Sales
Dayton Terminal,FUEL,,,,1708 Farr Drive,Dayton,OH,39.7870356,-84.1650022,#6B7314,,,Fuel Sales
Fairfield Terminal,FUEL,,,,1280 Hicks Blvd.,Fairfield,OH,39.3480109,-84.5371659,#6B7315,,,Fuel Sales
Lima Terminal,FUEL,,,,2050 North Dixie Highway,Lima,OH,40.764791,-84.057254,#6B7316,,,Fuel Sales
Red Rover Ashland ,FUEL,,419-287-7877,,1011 Jacobson Avenue,Ashland,OH,40.8761096,-82.3074798,#6B7317,,,Fuel Sales
Red Rover Canton,FUEL,,844-875-3811,,1700 Shepler Church Ave SW,Canton,OH,40.7708758,-81.3961746,#6B7318,,,Fuel Sales
Red Rover Dalton,FUEL,,844-875-3811,,39 N. Cochran St.,Dalton,OH,40.7986631,-81.6879293,#6B7319,,,Fuel Sales
Red Rover Millersburg,FUEL,,844-875-3811,,5868 County Road 201 ,Millersburg,OH,40.569808,-81.820753,#6B7320,,,Fuel Sales
Red Rover Mount Vernon,FUEL,,330-262-6502,,9090 Columbus Road,Mt Vernon,OH,40.3794632,-82.4958375,#6B7321,,,Fuel Sales
Red Rover Sugarcreek,FUEL,,844-875-3811,,754 State Route 93,Sugarcreek,OH,40.5172348,-81.648294,#6B7322,,,Fuel Sales
Red Rover Wooster,FUEL,,844-875-3811,,2990 Old Airport Road,Wooster,OH,40.8332279,-81.9068006,#6B7323,,,Fuel Sales
Richfield Terminal,FUEL,,,,3800 Congress Parkway,Richfield,OH,41.2135359,-81.6322876,#6B7324,,,Fuel Sales
Youngstown Terminal,FUEL,,,,11600 Mahoning Ave,North Jackson,OH,41.0997763,-80.869549,#6B7325,,,Fuel Sales
Zanesville Terminal,FUEL,,,,1039 Lee St,Zanesville,OH,39.9459741,-82.0195983,#6B7326,,,Fuel Sales
Wooster Bulk Plant,FUEL,,330-262-6501,,1055 West Old Lincoln Way,Wooster,OH,40.799379,-81.955658,#6B7327,,,Fuel Sales
JL Fuels,Main Office,,740-439-2797,lurdak@live.com,11227 Pleasant Road,Pleasant City,OH  43772,39.9084073,-81.5364764,#6B7328,,,Fuel Sales
Bloomingdale,FUEL,,888-944-1974,,1525 State Hwy 152,"Bloomingdale,",OH  43910,40.361414,-80.800309,#6B7330,,,Fuel Sales
Cadiz,FUEL,,740-942-0153,,994 East Market Street,Cadiz,OH  43907,40.254215,-80.9765012,#6B7331,,,Fuel Sales
Dillonvale,FUEL,,740-769-1796,,40 Smithfield Street,Dillonvale,OH  43917,40.202637,-80.771983,#6B7332,,,Fuel Sales
Beavecreek ,,,,,849 Factory Road,Beavercreek,OH  45434,39.713312,-84.028641,#6B7334,,,Fuel Sales
Springfield,,,,,2850 E. Leffel Lane,Springfield,OH  45505,39.891909,-83.765749,#6B7335,,,Fuel Sales
Sunbury,,,,,148 S. Vernon Street,Sunbury,OH  43074,40.3922018,-82.4854568,#6B7336,,,Fuel Sales
Oilworks,Main Office,,614-987-4886,oilworks@oilworksllc.com,"1611 Integrity Dr, E",Columbus,OH  43209,39.9349034,-82.9371879,#6B7337,,,Fuel Sales
"Ricochet Fuel Distributors, Inc,",FUEL,,833-724-2789,,1201 Royal Parkway,Euless,TX  76040,32.8207512,-97.1187559,#6B7338,,,Fuel Sales
Ashland,,,419-289-3610,,824 US-42,Ashland,OH  44805,40.77137,-82.4841719,#6B7340,,,Fuel Sales
Medina,,,330-725-4951,,6080 Norwalk Road,Medina,OH  44256,41.154863,-81.904334,#6B7341,,,Fuel Sales
Wellington  ,,,440-647-3725,,625 South Main Street,Wellington,OH  44090,41.3941943,-82.2272715,#6B7342,,,Fuel Sales
Ullman Oil Co.,Main Office,,440-543-5195,,9812 E. Washington St.,Chagrin Falls,OH,41.4302376,-81.3823918,#6B7344,,,Fuel Sales
Sugarcreek Division,,,,,"223 Yoder Ave, NW",Sugarcreek,OH,40.5061276,-81.6414273,#6B7345,,,Fuel Sales
Cleveland Hub,,,216-478-0501,,4500 Renaissance Pkwy,Cleveland ,OH,41.441464,-81.490023,#6B7347,,,Fuel Sales
Corporate office,Main Office,,440-354-3669,sales@meltzersfuel.com,755 E Erie St.,Painesville,OH,41.7362916,-81.2356167,#6B7351,,,Fuel Sales
Middlefield Bulk Plant,FUEL,,440-354-3669,sales@meltzersfuel.com,15031 Thompson Ave,Middlefield,OH,41.4600358,-81.0693992,#6B7352,,,Fuel Sales
Geneva Bulk Plant,FUEL,,440-354-3689,sales@meltzersfuel.com,2868 Pandanarum Rd.,Geneva,OH,41.7769,-80.949898,#6B7353,,,Fuel Sales
Tidioute Oil Co.,,,1-814-484-3565,sales@meltzersfuel.com,16 Buckingham St.,Tidioute ,PA,41.682732,-79.413138,#6B7354,,,Fuel Sales
Newcomerstown Bulk/ HQ,Main office,,740-498-6236,,100 West St.,Newcomerstown,OH,40.276076,-81.597263,#6B7356,,,Fuel Sales
New Philadelphia Bulk,Fuel,,330-339-7131,,130 Tenth St. SW,New Philadelphia,OH,40.491902,-81.46317,#6B7357,,,Fuel Sales
Caldwell Bulk,Fuel,,740-732-4555,,901 Miller St,Caldwell,OH,39.7498224,-81.5226689,#6B7358,,,Fuel Sales
Wooster Bulk,Fuel,,330-641-8998,,530 Palmer St,Wooster ,OH,40.8033064,-81.9247973,#6B7359,,,Fuel Sales
Circleville Bulk,Fuel,,740-474-4606,rader@rjwrightandsons.com,811 South Pickaway St.,Circleville,OH,39.5936206,-82.9464731,#6B7360,,,Fuel Sales
Varouh Oil,Fuel,,440-324-5025,,970 Griswold Rd.,Elyria,OH,41.4003257,-82.1205824,#6B7361,,,Fuel Sales
Ports Petroleum,Dustin ,,330-264-1885,,1337 Blachleyville Rd.,Wooster,OH ,40.77974,-81.967772,#6B7362,,,Fuel Sales
Carsten Oil,,,260-432-3507,,2910 Connett Ave.,Fort Wayne,IN,41.0590177,-85.1743141,#6B7363,,,Fuel Sales
Cadence Petroleium,Products/services,,,,2469 Creekway Dr,Columbus,OH,39.895243,-82.9331657,#6B7364,,,Fuel Sales
Stevenson Oil and Chemical,,,440-943-3337,stevensonoil@sbcglobal.net,30130 Lakeland Blvd.,Wickliffe,OH,41.6199857,-81.465354,#6B7365,,,Fuel Sales
Corporate Office,Main Office,,513-489-6000,,8280 Montgomery Rd. Suite 101,Cincinnati,OH,39.1431873,-84.4707053,#6B7367,,,Fuel Sales
Butler Distribution,,,800-772-5823,,150 Bonnie Dr.,Butler,PA,40.8639639,-79.873321,#6B7368,,,Fuel Sales
Columbus Distribution,,,614-871-1500,,2181 Hardy Parkway St.,Grove City,OH,39.913308,-83.037618,#6B7369,,,Fuel Sales
Kent Distribution,,,330-673-8800,,4411 Crystal Parkway,Kent ,OH,41.115451,-81.382548,#6B7370,,,Fuel Sales
Mansfield Distribution,,,,,375 North Main St.,Mansfield,OH,40.7686501,-82.5149815,#6B7371,,,Fuel Sales
Warminster Distribution,,,800-772-5823,,1020 Louis Dr.,Warminster,PA,40.2093536,-75.080494,#6B7372,,,Fuel Sales
Washington Distribution ,,,800-772-5823,,44 Bridge St.,Washington,PA,40.0979239,-79.8449736,#6B7373,,,Fuel Sales
The McGlaughlin Oil Co,,,800-839-6589,orders@mcglaughlinoil.com,3750 E. Livingston Ave.,Columbus,OH,39.945902,-82.895955,#6B7374,,,Fuel Sales
RD Holder Oil Co,HQ,,1-800-243-0432,,600 North Dayton-Lakeview Rd.,New Carlisle ,OH,39.9238079,-84.030828,#6B7375,,,Fuel Sales
,,,1-800-243-0432,,706 W Sandusky Ave.,Bellefontaine,OH,40.3633811,-83.7706542,#6B7376,,,Fuel Sales
,,,1-800-243-0432,,1000 Keller Dr.,Heath,OH,40.0347688,-82.4738745,#6B7377,,,Fuel Sales
,,,1-800-243-0432,,238 N Pierce Ave,Lancaster,OH,39.7160241,-82.6188528,#6B7378,,,Fuel Sales
,,,1-800-243-0432,,11611 State Route 571,Laura,OH,40.006341,-84.420413,#6B7379,,,Fuel Sales
